timestamp,city,latitude,longitude,aqi,pm10,pm2_5,carbon_monoxide,nitrogen_dioxide,ozone,temperature,humidity,wind_speed,hour,month
2026-07-31 17:00:00.626060,2,24.8607,67.0011,4,124.43,28.89,71.91,0.1,38.27,29.92,76,6.93,17,7
2026-07-31 17:00:06.800244,3,31.5204,74.3587,3,27.05,25.44,437.01,8.53,66.05,34.47,53,4.39,17,7
